Category,Title,Price,Rating,Product Image,Link
Sofa,FURNY Chromano Fabric 4 Seater L Shape Sofa Set 3 Seater Modern Sofa Set & Ottoman for Living Room (Dual Brown Color),"11,499.",3.4 out of 5 stars,https://m.media-amazon.com/images/I/41jhdoskPzL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4tmLeVz
Sofa,"3 Seater Fabric Sofa Set for Living Room, Home & Office | Fabric Color:- Grey & Black","13,909.",3.9 out of 5 stars,https://m.media-amazon.com/images/I/41gsvhsZ-QL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4cZxdaw
Study Table,Solid Sheesham Wood Study Table Without Chair & with Multi Storage Space for Study Room/Office/Work from Home || Sheesham Wood Study Table || Freestanding || (Warm Chestnut Finish),"16,499.",5.0 out of 5 stars,https://m.media-amazon.com/images/I/41gcHU54LhL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/3OWuqpm
Study Table,"120x60x75cm Engineered Wood Study & Office Table with 1 Drawer & Cabinet | Termite & Scratch Resistant, Ample Leg Space, Sturdy Desk for Students | 1 Year Warranty- Teak Walnut","5,889.",4.6 out of 5 stars,https://m.media-amazon.com/images/I/41-k+YsYRWL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/3QqHy6H
Study Table,"Callas Engineered Wooden Study Table with Hutch & Bottom Storage, Office Work Desk for Laptop Study Computer Table for Home (ST-05-White)","4,179.",3.7 out of 5 stars,https://m.media-amazon.com/images/I/412BRboiTUL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4ttJMRa
Study Table,Royaloak Lucy Computer Table for Home Office | Durable Engineered Wood with Melamine Finish | Thick Table Top & Spacious Legroom | Modern Design with Convenient Drawer Storage,"6,989.",5.0 out of 5 stars,https://m.media-amazon.com/images/I/41+ymOnA0aL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/3QpN4q5
Study Table,Nityam Multipurpose Computer Table with Drawer | Study Table with Book Shelf for Student |Office Table for Work Home (Color-White),"8,500.",4.2 out of 5 stars,https://m.media-amazon.com/images/I/4109PnsX1+L._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4twaYPs
Study Table,"Green Soul Nexus Study Table for Home & Office & Office, 3 Drawers & 1 Shelf, Expansive Tabletop, is 3087 Engineered Wood, for Adults, Students & Professionals, Wenge, 3 Year Warranty","6,990.",3.9 out of 5 stars,https://m.media-amazon.com/images/I/411P+fdsfDL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/48lzs5s
Study Table,"Green Soul Kyoto Foldable Study Table with Space-Saving Design, Expansive Tabletop, Storage Shelves, IS-3087 Engineered Wood, Ideal for Study, Bedroom, or Home Office, White & Oak, 3 Year Warranty","4,899.",4.7 out of 5 stars,https://m.media-amazon.com/images/I/41NXBo2JwbL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4vRxNie
Study Table,Spyder Craft Liard Engineering Wood Modern Office Desk Study Table Computer Table for Office Work from Home Kids Study Room Workstation with Storage - Color Noyce Lyon (White),"6,319.",3.6 out of 5 stars,https://m.media-amazon.com/images/I/41WZn6pP3FL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4cqM6Cz
Study Table,Lukzer ST-009 White Multi-Purpose Computer Desk with Bookshelf | Engineered Wood | Study Table for Students & Adults | Laptop Table for Home Office Gaming & Workstation | (100x50x134 cm),"5,699.",3.7 out of 5 stars,https://m.media-amazon.com/images/I/41Q8hC2H98L._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/48jEK1g
Study Table,"DeckUp Zeus Engineered Wood Study & Computer Table and Office Desk (Walnut, Matte Finish)","5,799.",4.5 out of 5 stars,https://m.media-amazon.com/images/I/41Zlbx337qL._SX300_SY300_QL70_ML2_.jpg,https://amzn.to/4cqvSJH
Table,"Green Soul Allure Engineered Wood Coffee Table (Gold Cherry) | Center Table for Living Room | 1 Surface Top, 2 Shelves | Warranty Protected","3,390.",4.3 out of 5 stars,https://m.media-amazon.com/images/I/41Z-qkDd+BL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4mI55Mh
Table,"ABOUT SPACE Coffee Table - Portable Wooden Centre Table with Storage & Open Rack - DIY Furniture - Sofa Tea Poyee for Living Room, Home, Office (White & Walnut - L 90 x B 40 x H 45 cm)","3,099.",3.8 out of 5 stars,https://m.media-amazon.com/images/I/51JI7vl5u3L._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/3Qi1Nn5
Table,"Shoppee Modern 2-Tier Center Table with Engineered Wooden Top & Gold Metal Frame, Cocktail Sofa Table Living Room, Elegant Coffee Table – for Home, Office, Dining (Brown & Gold)","3,299.",3.5 out of 5 stars,https://m.media-amazon.com/images/I/51wrVWPu+bL._SX300_SY300_QL70_ML2_.jpg,https://amzn.to/4u4BpeX
Table,"FURLAY LatteEdge Engineered Wood Coffee Table with Bottom Shelf – 90 x 55 x 40 cm (001, Woodland)","2,499.",4.5 out of 5 stars,https://m.media-amazon.com/images/I/51R0mMxB6rL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/41LgKAx
Table,Royaloak Ivory Coffee Table | Engineered Wood | Melamine Finish | Bottom Shelf | Dual Color | Modern Design | Wooden Coffee Table,"2,990.",3.7 out of 5 stars,https://m.media-amazon.com/images/I/41lb1uHrtCL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4cLVBeF
Table,Redwud Huxley Console Tables Sofa Table Side Table Hallway Enteryway Living Room Wood Top & Metal Frame (Walnut/Golden) D.I.Y,"2,699.",3.9 out of 5 stars,https://m.media-amazon.com/images/I/4132rgMWoSL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4w3Fy4L
Table,"Modern Round Coffee Table with Faux Marble Top and Gold Metal Frame – Contemporary Center Table for Living Room, Small Space Accent Cocktail Table for Apartment, Office (Black & Grey)","3,199.",3.0 out of 5 stars,https://m.media-amazon.com/images/I/411oHpu8FkL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4d17zlG
Table,"Solid Sheesham Wood Console Table for Living Room | Wooden Side Entrance Table for Home with 2 Drawers & Shelf Storage | Entryway/Foyer Table | Rosewood, Honey Finish","9,599.",4.4 out of 5 stars,https://m.media-amazon.com/images/I/51t5coL+PQL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4vKKcnZ
Table,"AASALIYA Art Sheesham Wood Rectangle Center Coffee Table for Living Room | Centre Table for Drawing Room, Office & Home | Multicolor Tiles Design| Walnut Finish","5,799.",4.2 out of 5 stars,https://m.media-amazon.com/images/I/41g5KBwCdyL._SY300_SX300_QL70_ML2_.jpg,https://amzn.to/4u2iGAz
Table,"Wooden Console Table with 2 Drawers, Natural Wood Top, Curved Legs, Entryway Sofa Table, Sheesham Wood Study Table with Shelf Storage, 46Lx17Wx30H Inches. (Denim Blue)","13,499.",Previous page,https://m.media-amazon.com/images/I/41geB6ACZ8L._SX300_SY300_QL70_ML2_.jpg,https://amzn.to/4u4BUpl
